policy,assignment_accuracy,energy_w,energy_saving_vs_all_on,energy_gap_vs_oracle,served_ratio,active_bs,max_load,qos_mbps,num_ues,shadowing_db
rsrp,0.3083333333333333,732.2505501426521,0.2785708865589635,1.7349984953787059,1.0,6.916666666666667,0.4075992089665436,0.5,30,10.0
sinr,0.3083333333333333,732.2505501426521,0.2785708865589635,1.7349984953787059,1.0,6.916666666666667,0.4075992089665436,0.5,30,10.0
load_aware,0.3083333333333333,744.2828833705225,0.2667163710635246,1.779035831608046,1.0,7.0,0.41213713889584563,0.5,30,10.0
oracle,1.0,270.26805637459347,0.7337260528329129,0.0,1.0,1.9166666666666667,0.5867501353453113,2.0,30,10.0
ml_gcn,0.19722222222222222,317.07608989156597,0.6876097636536295,0.17794216074997551,1.0,2.25,0.6875246735416208,2.0,30,10.0
rsrp,0.3083333333333333,732.2505501426521,0.2785708865589635,1.7349984953787059,1.0,6.916666666666667,0.4075992089665436,2.0,30,10.0
sinr,0.3083333333333333,732.2505501426521,0.2785708865589635,1.7349984953787059,1.0,6.916666666666667,0.4075992089665436,2.0,30,10.0
load_aware,0.3083333333333333,744.2828833705225,0.2667163710635246,1.779035831608046,1.0,7.0,0.41213713889584563,2.0,30,10.0
oracle,1.0,270.26805637459347,0.7337260528329129,0.0,1.0,1.9166666666666667,0.5867501353453113,4.0,30,10.0
ml_gcn,0.19722222222222222,316.8708764104816,0.6878119444231708,0.17721011958542085,1.0,2.25,0.6876532397456127,4.0,30,10.0
rsrp,0.3083333333333333,732.2505501426521,0.2785708865589635,1.7349984953787059,1.0,6.916666666666667,0.4075992089665436,4.0,30,10.0
sinr,0.3083333333333333,732.2505501426521,0.2785708865589635,1.7349984953787059,1.0,6.916666666666667,0.4075992089665436,4.0,30,10.0
load_aware,0.3083333333333333,741.8746579942673,0.2690890069021997,1.7703540485523088,1.0,7.0,0.4140772967824271,4.0,30,10.0
ml_gcn,0.21666666666666667,321.58826828258583,0.6831642677018858,0.19268815207303747,1.0,2.3333333333333335,0.6705702626430695,6.0,30,10.0
rsrp,0.3194444444444444,730.1118578679606,0.2806779725438812,1.7227289749372428,1.0,6.916666666666667,0.4104547870971674,6.0,30,10.0
